,name,line
511,Howard," Really? You? Rajesh Koothrapali, spoke to Penny?"
512,Raj," Actually, I was less the chatter than the chattee."
513,Leonard, What did she say? Is she still mad at me?
514,Raj," Well, she was upset at first, but, probably because her sister shot somebody. Then there was something about you and... then she hugged me."
515,Howard, She hugged you? How did she hug you?  Is that her perfume I smell?
516,Raj," intoxicating, isn't it?"
517,Penny, Hi.
518,Leonard, Oh.
519,Penny, What's going on?
520,Leonard," Um, here's the thing.  Penny. Just as Oppenheimer came to regret his contributions to the first atomic bomb, so too I regret my participation in what was, at the very least, an error in judgement. The hallmark of the great human experiment is the willingness to recognise one's mistakes. Some mistakes, such as Madame Curie's discovery of Radium turned out to have great scientific potential even though she would later die a slow, painful death from radiation poisoning. Another example, from the field of ebola research...."
521,Penny, Leonard.
522,Leonard, Yeah.
523,Penny, We're okay.
524,Leonard, Six two inch dowels.
525,Sheldon, Check.
526,Leonard," One package, Phillips head screws."
527,Sheldon, Check.
528,Penny," Guys, seriously, I grew up on a farm, okay, I rebuilt a tractor engine when I was like twelve, I think I can put together a cheap Swedish media centre."
529,Leonard," No, please, we insist, it's the least we can do considering."
530,Sheldon, Considering what? How great this place looks?
531,Howard," Oh boy, I was afraid of this."
532,Leonard, What?
533,Howard, These instructions are a pictographic representation of the least imaginative way to assemble these components. This right here is why Sweden has no space program.
534,Penny," Well, uh, it looked pretty good in the store."
535,Leonard," It is an inefficient design, for example Penny has a flat screen TV, which means all the space behind it is wasted."
536,Sheldon, We could put her stereo back there.
537,Leonard, And control it how?
538,Sheldon," Run an infra-red repeater, photocell here, emitter here, easy peasy."
539,Howard," Good point, how you gonna cool it?"
540,Penny," Hey guys, I got this."
541,Sheldon," Hang on Penny. How about fans, here and here?"
542,Leonard," Also inefficient, and might be loud."
543,Howard," How about liquid coolant? Maybe a little aquarium pump here, run some quarter inch PVC..."
544,Penny," Guys, this is actually really simple."
545,Howard," Hold on, honey, men at work. The PVC comes down here, maybe a little corrugated sheet metal as a radiator here."
546,Leonard," Oh, really, show me where we put a drip tray, a sluice and an overflow reservoir?"
547,Sheldon, And if water is involved we're going to have to ground the crap out of the thing.
548,Penny," Guys, it's hot in here, I think I'll just take off all my clothes."
549,Leonard," Oh, I've got it. How about if we replace panels A, B and F and crossbar H with aircraft grade aluminium."
550,Sheldon," Right, then the entire thing's one big heat sink."
551,Howard," Perfect, Leonard, why don't you and Sheldon go down to the junk yard and pick up about six square metres of scrap aluminium, Raj and I will run down to my lab and get the oxy-acetaline torch."
552,Leonard, Meet back here in an hour?
553,Howard, Done.
554,Leonard, Got it. .
555,Penny," Okay, this place does look pretty good."
556,Howard," Alright, just a few more feet, and.... here we are gentlemen, the Gates of Elzebub."
557,Sheldon, Good lord!
558,Raj, Oooh.
559,Leonard," Don't panic, this is what the last 97 hours have been about."
560,Howard," Stay frosty, there's a horde of armed goblins on the other side of that gate guarding the Sword of Azeroth."
561,Leonard," Warriors, unsheathe your weapons, magic wielders raise your wands."
562,Sheldon, Lock and load.
563,Howard," Raj, blow up the gates."
564,Raj," Blowing the gates. Control, shift, B! Oh, my God, so many goblins!"
565,Howard," Don't just stand there, slash and move, slash and move."
566,Leonard, Stay in formation.
567,Howard," Leonard, you've got one on your tail."
568,Leonard," That's alright, my tail's prehensile, I'll swat him off."
569,Raj, I've got him Leonard. Tonight I spice my meat with goblin blood!
570,Leonard," Raj, no, it's a trap, they're flanking us!"
571,Raj," Oooh, he's got me."
572,Howard," Sheldon, he's got Raj, use your sleath spell. Sheldon! Sheldon!"
573,Sheldon, I've got the Sword of Azeroth!
574,Leonard," Forget the sword, Sheldon, help Raj."
575,Sheldon," There is no more Sheldon, I am the Swordmaster!"
576,Howard, Leonard look out!
577,Leonard," Dammit man, we're dying here."
578,Sheldon," Goodbye, peasants."
579,Leonard, The bastard teleported.
580,Raj, He's selling the Sword of Azeroth on ebay.
581,Leonard," You betrayed us for money, who are you?"
582,Sheldon," I'm a rogue knight elf, don't you people read character descriptions? Wait, wait, wait, somebody just clicked “buy it now.”"
583,Howard, I am the Swordmaster!
584,Sheldon," Wooh, I'm all sweaty, anybody want to log on to second life and go swimming, I just built a virtual pool."
585,Leonard," No, I can't look at you or your avatar right now."
586,Howard, Sounds like your neighbour's home.
587,Leonard, Excuse me.
588,Sheldon, Don't forget the mail you took accidentally on purpose so you'd have an excuse to talk to her.
589,Leonard," Oh, right, right right right right."
590,Howard," Stealing snail mail, very old school, I like it."
591,Leonard," Penny, the mailman did it again, he...  Oh! Sorry."
592,Penny," Um, no, hi Leonard, this is Doug, Doug, this is my neighbour Leonard."
593,Doug, What's up bro.
594,Leonard, Not much. Bro.
595,Penny," Is, is everything okay."
596,Leonard," Uh, yeah, uh, I just, I got your mail again, here."
597,Penny," Thank you, I've got to talk to that mailman."
598,Leonard," Oh no, that's probably not such a good idea. Civil servants have a documented propensity to, you know, snap."
599,Penny," Okay, well, thank you, again."
600,Leonard," No problem. Bye. Oh, and, bye, bro! ."
601,Sheldon, Penny for your thoughts.
602,Raj, What's the matter.
603,Leonard," No, I'm fine. Penny's fine, the guy she's kissing is really fine and..."
604,Howard," Kissing, what kind of kissing? Cheeks? Lips? Chaste? French?"
605,Leonard, What is wrong with you?
606,Howard, I'm a romantic.
607,Sheldon, Please don't tell me that your hopeless infatuation is devolving into pointless jealousy.
608,Leonard," No, I'm not jealous, I'm just a little concerned for her. I didn't like the look of the guy that she was with."
609,Howard, Because he looked better than you?
610,Leonard, Yeah. He was kinda dreamy.
611,Sheldon," Well, at least now you can retrieve the black box from the twisted smouldering wreckage that was once your fantasy of dating her, and analyse the data so that you don't crash into geek mountain again."
612,Howard," I disagree, love is not a sprint, it's a marathon. A relentless pursuit that only ends when she falls into your arms. Or hits you with the pepper spray."
613,Leonard," Well, I'm done with Penny. I'm going to be more realistic and go after someone my own speed."
614,Raj, Like who?
615,Leonard, I don't know. Olivia Geiger?
616,Sheldon, The dietician at the cafeteria with the limp and the lazy eye?
617,Leonard, Yeah.
618,Sheldon," Well, I don't think you have a shot there. I have noticed that Lesley Winkle recently started shaving her legs. Now, given that winter is coming one can only assume that she is signalling sexual availability."
619,Howard," I don't know, you guys work in the same lab."
620,Leonard, So?
621,Howard," There are pitfalls, trust me, I know. When it comes to sexual harassment law I'm... a bit of a self-taught expert."
622,Leonard," Look, Howard, if I were to ask Lesley Winkle out it would just be for dinner, I'm not going to walk into the lab, ask her to strip naked and dance for me."
623,Howard," Oh, then you're probably okay."
624,Leonard, Hello Lesley.
625,Lesley, Hi Leonard.
626,Leonard, Lesley I would like to propose an experiment.
627,Lesley," Goggles, Leonard."
628,Leonard," Right. Lesley, I would like to propose an experiment."
629,Lesley, Hang on. I'm trying to see how long it takes a five hundred kilowatt oxygen iodine laser to heat up my cup o' noodles.
630,Leonard," Pfff, I've done it, about two seconds, 2.6 for minestrone. Anyway, I was thinking more of a bio-social exploration with a neuro-chemical overlay."
631,Lesley," Wait, are you asking me out?"
632,Leonard," I was going to characterise it as the modification of our colleague/friendship paradigm, with the addition of a date-like component. But we don't need to quibble over terminology."
633,Lesley, What sort of experiment would you propose?
634,Leonard," There is a generally accepted pattern in this area, I would pick you up, take you to a restaurant, then we would see a movie, probably a romantic comedy featuring the talents of Hugh Grant or Sandra Bullock."
635,Lesley, Interesting. And would you agree that the primary way we would evaluate either the success or failure of the date would be based on the bio-chemical reaction during the goodnight kiss.
636,Leonard," Heartrate, pheromones, etc, yes."
637,Lesley," Well, why don't we just stipulate that the date goes well and move to the key variable."
638,Leonard," You mean, kiss you now?"
639,Lesley, Yes.
640,Leonard, Can you define the parameters of the kiss?
641,Lesley, Closed mouth but romantic. Mint?
642,Leonard, Thank you. . Shall I count down from three?
643,Lesley," No, I think it needs to be spontaneous."
644,Lesley, What do you think.
645,Leonard," You proposed the experiment, I think you should present your findings first."
646,Lesley," Fair enough. On the plus side, it was a good kiss, reasonable technique, no extraneous spittle. On the other hand, no arousal."
647,Leonard, None?
648,Lesley, None.
649,Leonard," Ah. Well, thank you for your time."
650,Lesley, Thank you.
651,Leonard, None at all?
652,Howard," Sheldon, if you were a robot, and I knew and you didn't, would you want me to tell you?"
653,Sheldon," That depends. When I learn that I'm a robot, will I be able to handle it?"
654,Howard," Maybe, although the history of science-fiction is not on your side."
655,Sheldon," Uh, let me ask you this. When I learn that I'm a robot, would I be bound by Asimov's three laws of robotics?"
656,Raj, You might be bound by them right now.
657,Howard," That's true. Have you ever harmed a human being, or through inaction allowed a human being to come to harm?"
658,Sheldon, Of course not.
659,Howard," Have you ever harmed yourself, or allowed yourself to be harmed except in cases where a human being would have been endangered?"
660,Sheldon," Well, no."
661,Howard, I smell robot.
662,Leonard," Hey, what's going on."
663,Sheldon, The internet's been down for half an hour.
664,Raj," Also, Sheldon may be a robot."
665,Howard," So, how did it go with Lesley?"
666,Leonard," Oh, we tried kissing, but the earth didn't move. I mean any more than the 383 miles that it was going to move anyway."
667,Sheldon," Oh, I've seen that look before. This is just going to be two weeks of moping and tedious emo songs, and calling me to come down to pet stores to look at cats. I don't know if I can take it."
668,Raj, You could power down.
669,Howard," Well, as usual, Wolowitz has the solution. I happen to know a place where there are plenty of eligible women, and Leonard could have his pick."
670,Class instructor," Remember the Latin hips. Shoulders stay still, and we sway. One two three. Five six seven."
671,Howard," I think Mrs Tishman's got her eye on you. I've been there, you're in for a treat."
672,Sheldon," Oh, good lord."
673,Leonard," You don't know me, you don't wear my chains... God, that's a good song."
674,Sheldon," If you're compiling a mix CD for a double suicide.  Oh, I hope that scratching post is for you."
675,Leonard," I know what you're thinking, I've taken your asthma into account. There's a feline geneticist in San Diego who has developed the cutest little hypo-allergenic calicos."
676,Sheldon," Leonard, listen to me..."
677,Leonard," I've been thinking about names, I'm kind of torn between Einstein, Newton and Sergeant Fuzzyboots."
678,Sheldon," Leonard, do you really think you can satisfy your need for a relationship with a genetically altered cat?"
679,Leonard," Maybe, if it's a cute little cuddly cat."
680,Sheldon," Oh, come on, Leonard! This is obviously about Penny."
681,Leonard," It doesn't matter. The woman's not interested in me, the woman rejected me."
682,Sheldon," Okay, look, I think that you have as much of a chance of having a sexual relationship with Penny as the Hubble Telescope does of discovering at the centre of every black hole is a little man with a flashlight searching for a circuit breaker. Nevertheless, I do feel obligated to point out to you that she did no reject you. You did not ask her out."
683,Leonard," You're right. I didn't ask her out, I should ask her out."
684,Sheldon," No. No, now that was not my point. My point was, don't buy a cat."
685,Leonard," No, but you're right. I should march over there and ask her out."
686,Sheldon," Oh, goody, we're getting a cat."
687,Penny," Ah, hey Leonard."
688,Leonard," Good afternoon Penny, so hi, hey. Uh... I was wondering if you had plans for dinner."
689,Penny," Uh, do you mean dinner tonight?"
690,Leonard," There is an inherent ambiguity in the word dinner. Technically it refers to the largest meal of the day whenever it is consumed, so, to clarify here, by dinner I mean supper."
691,Penny, Supper?
692,Leonard," Or dinner. I was thinking six thirty, if you can go, or a different time."
693,Penny," Uh, six thirty's great."
694,Leonard, Really? Great!
695,Penny," Yeah, I like hanging out with you guys."
696,Leonard, Us guys?
697,Penny," You know, Sheldon, Howard, Raj, who all's coming?"
698,Leonard," They.... might all be there. Or a subset of them might be there, uh, algebraically speaking there are too many unknowns, for example Sheldon had Quizznos for lunch, sometimes he finds that filling, other times he doesn't, it's no fault of Quizznos, they have a varied menu."
699,Penny," Okay, whatever, it sounds like fun."
700,Leonard, Great. Did we say a time?
701,Penny, Six thirty.
702,Leonard, And that's still good for you.
703,Penny, It's fine.
704,Leonard, Cos it's not carved in stone.
705,Penny," No, six thirty's great."
706,Leonard, I'll get my chisel.
707,Penny, Why?
708,Leonard," To... carve the... okay, I'll see you six thirty."
709,Leonard, How do I look?
710,Sheldon, Could you be more specific?
711,Leonard, Can you tell I'm perspiring a little?
712,Sheldon, No. The dark crescent-shaped patterns under your arms conceal it nicely. What time is your date?
713,Leonard, Six thirty.
714,Sheldon," Perfect, that gives you two hours and fifteen minutes for that dense molecular cloud of Aramis to dissipate."
715,Leonard, Is it too much?
716,Sheldon, Not if you're a rugby team.
717,Leonard," By the way, if it should ever come up, you didn't join us because you stuffed yourself with a chicken carbonara sub at Quizznos."
718,Sheldon, Why would I join you?
719,Leonard," No reason. Oh, you know what, maybe this isn't such a good idea."
720,Sheldon," Oh, no, no, no, well now, there's always the possibility that alcohol and poor judgement on her part might lead to a nice romantic evening."
721,Leonard," You're right, alcohol, poor judgement, it could go well."
722,Sheldon," Of course, there's the other possibility that this date kicks off a rather unpleasant six months of the two of you passing awkwardly in the hall until one of you breaks down and moves to another zip code."
723,Leonard, You could have stopped at “it could go well.”
724,Sheldon," If I could of, I would of."
725,Leonard," I mean, I'm a perfectly nice guy. There's no reason we couldn't go to the restaurant and have a lovely dinner. Maybe take a walk afterwards, talk about things we have in common, “you love pottery? I love pottery!” You know, there's a pause, we both know what's happening, I lean in, we kiss, it's a little tentative at first but then I realise, she's kissing me back, and she's biting my lower lip, you know, she wants me, this thing is going the distance, we're going to have sex! Oh God! Oh, my God!"
726,Sheldon, Is the sex starting now?
727,Leonard, I'm having a panic attack.
728,Sheldon," Oh, okay, well then, calm down."
729,Leonard," If I could calm down I wouldn't be having a panic attack, that's why they call it a panic attack."
730,Sheldon," Alright, alright, well, just, sit down, yes, sit down, now close your eyes."
731,Leonard, Why?
732,Sheldon, Just do it.
733,Leonard, Okay.
734,Sheldon, Now try to increase your alpha-wave activity.
735,Leonard, What?
736,Sheldon," It's a bio-feedback technique, it's relaxation through brain-wave manipulation, I read a paper about it in the Journal of American Neuroscience, it was a little sparsely sourced but I think the basic science is valid, I probably have it here somewhere."
737,Leonard," Oh, who am I kidding, I can't go through with this, you need to call her and cancel."
738,Sheldon, Me?
739,Leonard, Yes.
740,Sheldon, What should I tell her.
741,Leonard, I don't know. Tell her I'm sick.
742,Sheldon, Okay.
743,Leonard," Not the kind of illness that will make her want to come over and take care of me, but nothing so critical that she'll feel uncomfortable going out with me in the future if I want to try this again."
744,Sheldon, Got it. So I'm assuming nothing venereal. I'll just tell her that you had a routine colonoscopy and haven't quite bounced back.
745,Leonard, Give me the phone.
746,Sheldon, But I thought you wanted to cancel?
747,Leonard, I can't because if I don't show up she'll still be expecting you.
748,Sheldon, Why would she be expecting me?
749,Leonard," Stop asking me all these questions, I need to take another shower."
750,Penny, So are the rest of the guys meeting us here?
751,Leonard," Oh, yeah, no. Turns out that Raj and Howard had to work, and Sheldon had a colonoscopy and he hasn't quite bounced back yet."
752,Penny," Ooh, my uncle just had a colonoscopy."
753,Leonard," You're kidding, well, then, that's something we have in common."
754,Penny, How?
755,Leonard, We both have people in our lives who... want to nip intestinal polyps in the bud.
756,Penny," So, what's new in the world of physics?"
757,Leonard, Nothing.
758,Penny," Really, nothing?"
759,Leonard," Well, with the exception of string theory, not much has happened since the 1930's, and you can't prove string theory, at best you can say “hey, look, my idea has an internal logical consistency.”"
760,Penny, Ah. Well I'm sure things will pick up.
761,Leonard, What's new at the Cheesecake Factory?
762,Penny," Oh, uh, not much. We do have a chocolate key lime that's moving pretty well."
763,Leonard," Good. Good. And what about your, uh, hallway friend."
764,Penny," Doug? Oh, yeah, I dunno, I mean, he's nice and funny, but..."
765,Waitress, Can I get you started with some drinks?
766,Leonard," No,  You were saying, but..."
767,Penny, I'd like a drink.
768,Leonard, Just say the but thing about Doug and then I'll get her back.
769,Penny," Okay, well, you know, it's just me. I'm still getting over this break-up with Kurt, and this thing with Doug would be just rebound sex."
770,Leonard," Ugh, don't get me started on rebound sex."
771,Penny," It's just, it's my pattern. I break up, then I find some cute guy, and then it's just thirty six meaningless of... well, you know."
772,Leonard," I'm not sure that I do. Um, is that one thirty-six hour experience, or is it thirty six hours spread out over say, one... glorious summer."
773,Penny," No, it's usually over a weekend, and trust me, you do not feel good after it."
774,Leonard," Well, chafing, right?"
775,Penny, Emotionally.
776,Leonard," Of course, yeah, emotional chafing. Hey, do you want to see something cool?  I can make this olive go into this glass without touching it."
777,Penny, How?
778,Leonard, Physics. .
779,Penny," Wow, centrifugal force!"
780,Leonard," Actually, it's centripetal force, which is an inward force generated by the glass acting on the olive.  Excuse me. Now, if you were riding on the olive, you'd be in a non-inertial reference frame, and would"
781,Penny, Are you okay?
782,Leonard," Yeah, I'm okay. Did you spill ketchup?"
783,Penny, No.
784,Leonard, I'm not okay.
785,Penny, Are you sure you don't want to go to the emergency room?
786,Leonard," No, no, I'm okay, it's stopped bleeding."
787,Penny," I know, but you did throw up. Isn't that a sign of a concussion?"
788,Leonard," Yes, but I get car sick too, so..."
789,Penny, Okay.
790,Leonard," Sorry about your car, by the way."
791,Penny," Oh, no, it's fine, you got most of it out the window."
792,Leonard, The poor guy on the bike. I had a nice time.
793,Penny," Yeah, me too. Um, good night.  Leonard?"
794,Leonard, Yeah.
795,Penny, Was this supposed to be a date?
796,Leonard," This? No. No, of course not, this was just you and me hanging out with a bunch of guys who didn't show up, because of work and a colonoscopy."
797,Penny," Okay, I was just checking."
798,Leonard," When I take a girl out on a date, and I do, she knows she's been dated. Capital D. Bold face, underline, like Day-ted. I think I might have a little concussion, I'm going to go lay down for a while, good night."
799,Sheldon," So, how was your date?"
800,Leonard, Awesome!
801,Sheldon, Score one for liquor and poor judgement.
802,Sheldon, I've been thinking about time travel again.
803,Leonard," Why, did you hit a roadblock with invisibility?"
804,Sheldon," Put it on the back burner. Anyway, it occurs to me, if I ever did perfect a time machine, I'd just go into the past and give it to myself, thus eliminating the need for me to invent it in the first place."
805,Leonard, Interesting.
806,Sheldon," Yeah, it really takes the pressure off."
807,Leonard," Sounds like a breakthrough, should I call the science magazines and tell them to hold the front cover?"
808,Sheldon," It's time travel, Leonard, I will have already done that."
809,Leonard, Then I guess congratulations are in order.
810,Sheldon," No, congratulations will have been in order. You know, I'm not going to enjoy this party."
811,Leonard," I know, I'm familiar with you."
812,Sheldon," At the last department party, Dr Finkleday cornered me and talked about spelunking for 45 minutes."
813,Leonard," Yes, I was there."
814,Sheldon," You know what's interesting about caves, Leonard?"
815,Leonard, What?
816,Sheldon, Nothing.
817,Leonard," Well then we'll avoid Finkleday, we'll meet the new department head, congratulate him, shake his hand and go."
818,Sheldon," How's this? Pleased to meet you, Dr Gablehouser. How fortunate for you that the University has chosen to hire you, despite the fact that you've done no original research in 25 years, and instead have written a series of popular books that reduce the great concepts of science to a series of anecdotes, each one dumbed down to accommodate the duration of an average bowel movement. Mahalo."
819,Leonard, Mahalo's a nice touch.
820,Sheldon, Do you know there are only eight consonants in the Hawaiian language.
821,Leonard," Interesting, you should lead with that."
822,Raj," Oh, God, Look at this buffet. I love America."
823,Leonard, You don't have buffets in India?
824,Raj," Of course, but it's all Indian food. You can't find a bagel in Mumbai to save your life. Schmear me."
825,Sheldon, Well here's an interesting turn of events.
826,Leonard, What.  Howard brought a date?
827,Sheldon, A more plausible explanation is that his work in robotics has made an amazing leap forward.
828,Howard," Hey, what up, science bitches? May I introduce my special lady friend, Summer."
829,Summer," I already told you, touching's extra."
830,Howard, Right. Sorry.
831,Leonard," Here comes our new boss, be polite."
832,Gablehouser," Hi fellas, Eric Gablehouser."
833,Howard, Howard Wolowitz.
834,Gablehouser," Howard, nice to meet you, and you are?"
835,Sheldon, An actual real scientist.  How was that?
836,Sheldon, I can't believe he fired me.
837,Leonard," Well, you did call him a glorified high-school science teacher whose last successful experiment was lighting his own farts."
838,Sheldon," In my defence, I prefaced that by saying “with all due respect.”"
839,Leonard, Morning
840,Sheldon, Morning.
841,Leonard, You're making eggs for breakfast?
842,Sheldon," This isn't breakfast, it's an experiment."
843,Leonard, Huh? Cos it looks a lot like breakfast.
844,Sheldon," I finally have the time to test my hypothesis, about the separation of the water molecules from the egg proteins, and its impact vis-a-vis taste."
845,Leonard, Sounds yummy. I look forward to your work with bacon.
846,Sheldon, As do I.
847,Leonard," You know, I'm sure if you just apologised to Gablehauser he would give you your job back."
848,Sheldon," I don't want my job back. I've spent the last three and a half years staring at greaseboards full of equations. Before that I spent four years working on my thesis. Before that I was in college, and before that, I was in the fifth grade. This is my first day off in decades, and I'm going to savour it."
849,Leonard, Okay. I'll let you get back to fixing your eggs.
850,Sheldon," I'm not just fixing my eggs, I'm fixing everyone's eggs."
851,Leonard, And we all thank you.
852,Sheldon, Use new eggs. .
853,Penny," Hi, hey. I'm running out to the market, do you guys need anything?"
854,Sheldon," Oh, well this would be one of those circumstances that people unfamiliar with the law of large numbers would call a coincidence."
855,Penny, I'm sorry?
856,Sheldon, I need eggs. Four dozen should suffice.
857,Penny, Four dozen?
858,Sheldon," Yes, and evenly distributed amongst brown, white, free range, large, extra-large and jumbo."
859,Penny," Okay, one more time?"
860,Sheldon," Never mind, you won't get it right, I'd better come with you."
861,Penny," Oh, yay!"
862,Penny, How come you didn't go into work today.
863,Sheldon," I'm taking a sabbatical, because I won't kow-tow to mediocre minds."
864,Penny," So you got canned, huh?"
865,Sheldon, Theoretical physicists do not get canned. But yeah.
866,Penny," Well, maybe it's all for the best, you know I always say, when one door closes, another one opens."
867,Sheldon," No it doesn't. Not unless the two doors are connected by relays, or there are motion sensors involved."
868,Penny," No, no, I meant..."
869,Sheldon, Or the first door closing causes a change of air pressure that acts upon the second door.
870,Penny, Never mind.
871,Sheldon," Slow down. Slow down, please slow down."
872,Penny, We're fine.
873,Sheldon," Look, you're not leaving yourself enough space between cars."
874,Penny," Oh, sure I am."
875,Sheldon," No, no. Let me do the math for you, this car weighs let's say 4,000lb, now add say 140 for me, 120 for you."
876,Penny, 120?
877,Sheldon," Oh, I'm sorry, did I insult you? Is your body mass somehow tied into your self worth?"
878,Penny," Well, yeah."
879,Sheldon," Interesting. Anyway, that gives us a total weight of, let's say, 4,400lb."
880,Penny," Let's say 4,390."
881,Sheldon," Fine. We're travelling forward at, good Lord, 51 miles an hour. Now let's assume that your brakes are new and the callipers are aligned, still, by the time we come to a stop, we'll be occupying the same space as that Buick in front of us, an impossibility that nature will quickly resolve into death, mutilation and... oh look, they built a new put-put course."
882,Sheldon," This is great. Look at me, out in the real world of ordinary people, just living their ordinary, colourless, workaday lives."
883,Penny, Thank you.
884,Sheldon," No, thank you. And thank you, ordinary person. Hey, you want to hear an interesting thing about tomatoes."
885,Penny," Uh, no, no not really. Listen, didn't you say you needed some eggs."
886,Sheldon," Uh, yes, but anyone who knows anything about the dynamics of bacterial growth knows to pick up their refrigerated foods on the way out of the supermarket."
887,Penny," Oh, okay, well maybe you should start heading on out then."
888,Sheldon," No, this is fun. Oh, the thing about tomatoes, and I think you'll really enjoy this, is, they're shelved with the vegetables, but they're technically a fruit."
889,Penny, Interesting.
890,Sheldon, Isn't it?
891,Penny," No, I mean what you find enjoyable."
892,Sheldon, Oh boy.
893,Penny, What now?
894,Sheldon," Well, there's some value to taking a multivitamin, but the human body can only absorb so much, what you're buying here are the ingredients for very expensive urine."
895,Penny," Well, maybe that's what I was going for."
896,Sheldon, Well then you'll want some manganese.
897,Sheldon, That was fun. Maybe tomorrow we can go to one of those big warehouse stores.
898,Penny," Oh, I don't know Sheldon, it's going to take me a while to recover from all the fun I had today."
899,Sheldon," Are you sure. There are a lot of advantages to buying in bulk. For example, I noticed that you purchase your tampons one month's supply at a time."
900,Penny, What?
901,Sheldon," Well think about it, it's a product that doesn't spoil, and you're going to be needing them for at least the next thirty years."
902,Penny, You want me to buy thirty years worth of tampons?
903,Sheldon," Well, thirty, thirty five, hey, when did your mother go into menopause?"
904,Penny," Okay, I'm not talking about this with you."
905,Sheldon," Oh, Penny, this is a natural human process, and we're talking about statistically significant savings. Now, if you assume 15 tampons per cycle and a 28 day cycle, are you fairly regular?  Okay, no warehouse store, but we're still on for put-put golf, right?"
906,Leonard," Hey, I just ran into Penny, she seemed upset about something."
907,Sheldon, I think it's her time of the month. I marked the calendar for future reference.
908,Leonard, What's with the fish?
909,Sheldon, It's an experiment.
910,Leonard, What happened to your scrambled egg research?
911,Sheldon," Oh, that was a dead end. Scrambled eggs are as good as they're ever going to be."
912,Leonard, So... fish.
913,Sheldon," I read an article about Japanese scientists, who inserted DNA from luminous jellyfish into other animals, and I thought hey, fish nightlights."
914,Leonard, Fish nightlights.
915,Sheldon, It's a billion dollar idea. Shhhhh!
916,Leonard," Mum's the word. Sheldon, are you sure you don't want to just apologise to Gablehauser and get your job back."
917,Sheldon," Oh, no, no, no. No, I've too much to do."
918,Leonard, Like luminous fish.
919,Sheldon, Shhhhh!
920,Leonard, Right... I didn't....
921,Sheldon," That's just the beginning. I also have an idea for a bulk mail-order feminine hygiene company. Oh, glow in the dark tampons! Leonard, we're going to be rich."
922,Leonard, Thank you for coming on such short notice.
923,Mrs Cooper, You did the right thing calling.
924,Leonard," I didn't know what else to do, he's lost all focus, every day he's got a new obsession.  This is a particularly disturbing one."
925,Sheldon, Mommy.
926,Mrs Cooper, Hi baby.
927,Sheldon, You called my mother?
928,Mrs Cooper," Oh, you got yourself a loom, how nice."
929,Sheldon, Thank you.
930,Mrs Cooper," Honey, why did you get a loom?"
931,Sheldon," I was working with luminous fish, and I thought, hey, loom! Mom, what are you doing here?"
932,Mrs Cooper, Leonard called me.
933,Sheldon," I know, but why?"
934,Leonard, Because one of the great minds of the twenty-first century is raising glow-in-the-dark fish and weaving sarapes.
935,Sheldon," This is not a sarape. This is a poncho. A sarape is open at the sides, a poncho is closed, this is a poncho, and neither is a reason to call someone's mother."
936,Leonard," Really, when was the last time you left the house."
937,Sheldon, I went to the market with Penny.
938,Leonard, That was three weeks ago.
939,Sheldon," Well then buckle up, in the next four to eight days she's going to get very crabby."
940,Mrs Cooper," Sweetheart, your little friend is concerned about you."
941,Sheldon," Yes, well I'm not a child, I'm a grown man capable of living my life as I see fit. And I certainly don't need someone telling on me to my mother."
942,Leonard, Where are you going?
943,Sheldon," To my room, and no-one's allowed in."
944,Mrs Cooper, He gets his temper from his daddy.
945,Leonard, Oh.
946,Mrs Cooper, He's got my eyes.
947,Leonard, I see.
948,Mrs Cooper," All that science stuff, that comes from Jesus."
949,Leonard, Sheldon? Your mum made dinner.
950,Sheldon, I'm not hungry.
951,Mrs Cooper," Oh, Leonard, don't trouble yourself, he's stubborn. He may stay in there ‘til the Rapture."
952,Penny, Are we so sure that's a bad thing?
953,Mrs Cooper," I'll tell ya, I love the boy to death, but he has been difficult since he fell out of me at the K-Mart."
954,Howard," Excuse me for being so bold, but I now see where Sheldon gets his smouldering good looks."
955,Mrs Cooper," Oh, honey that ain't going to work, but you keep trying.  I made chicken, I hope that isn't one of the animals that you people think is magic? You know, we have an Indian gentleman at our church, a Dr Patel, it's a beautiful story, the lord spoke to him, and moved him to give us all 20% off on lasic, you know, those that needed it."
956,Leonard," That is a lovely story, um, are we going to do anything about Sheldon?"
957,Mrs Cooper," Oh, we will, you have to take your time with Sheldon. His father, God rest his soul, used to say to me, Mary, you have to take your time with Sheldon."
958,Leonard, Sounds like a wise man.
959,Mrs Cooper," Oh, not so wise, he was trying to fight a bobcat for some licquorish. So, everybody grab a plate, and a pretty place mat that Shelly wove."
960,Penny, Has Shelly ever freaked out like this before.
961,Mrs Cooper," Oh, all the time, I remember one summer when he was thirteen, he built a small nuclear reactor in the shed and told everybody he was going to provide free electricity for the whole town, well the only problem was he had no, whatchacall, fissionable materials. Anyway, when he went on the internets to get some, a man from the government came by and sat him down real gentle and told him it's against the law to have yellow cake uranium in a shed."
962,Penny, What happened?
963,Mrs Cooper," Well, the poor boy had a fit, locked himself in his room and built a sonic death ray."
964,Leonard, A death ray?
965,Mrs Cooper," Well, that's what he called it, didn't even slow down the neighbour kids. It pissed our dog off to no end. You know, you two make a cute couple."
966,Leonard," No, we're not, we're not, not a couple, two singles, like those individually wrapped slices of cheese that.... are friends."
967,Mrs Cooper, Did I pluck a nerve there?
968,Howard, Oh yeah.
