,name,line
845,Leonard, Sounds yummy. I look forward to your work with bacon.
846,Sheldon, As do I.
847,Leonard," You know, I'm sure if you just apologised to Gablehauser he would give you your job back."
848,Sheldon," I don't want my job back. I've spent the last three and a half years staring at greaseboards full of equations. Before that I spent four years working on my thesis. Before that I was in college, and before that, I was in the fifth grade. This is my first day off in decades, and I'm going to savour it."
849,Leonard, Okay. I'll let you get back to fixing your eggs.
850,Sheldon," I'm not just fixing my eggs, I'm fixing everyone's eggs."
851,Leonard, And we all thank you.
852,Sheldon, Use new eggs. .
853,Penny," Hi, hey. I'm running out to the market, do you guys need anything?"
854,Sheldon," Oh, well this would be one of those circumstances that people unfamiliar with the law of large numbers would call a coincidence."
855,Penny, I'm sorry?
856,Sheldon, I need eggs. Four dozen should suffice.
857,Penny, Four dozen?
858,Sheldon," Yes, and evenly distributed amongst brown, white, free range, large, extra-large and jumbo."
859,Penny," Okay, one more time?"
860,Sheldon," Never mind, you won't get it right, I'd better come with you."
861,Penny," Oh, yay!"
862,Penny, How come you didn't go into work today.
863,Sheldon," I'm taking a sabbatical, because I won't kow-tow to mediocre minds."
864,Penny," So you got canned, huh?"
865,Sheldon, Theoretical physicists do not get canned. But yeah.
866,Penny," Well, maybe it's all for the best, you know I always say, when one door closes, another one opens."
867,Sheldon," No it doesn't. Not unless the two doors are connected by relays, or there are motion sensors involved."
868,Penny," No, no, I meant..."
869,Sheldon, Or the first door closing causes a change of air pressure that acts upon the second door.
870,Penny, Never mind.
871,Sheldon," Slow down. Slow down, please slow down."
872,Penny, We're fine.
873,Sheldon," Look, you're not leaving yourself enough space between cars."
874,Penny," Oh, sure I am."
875,Sheldon," No, no. Let me do the math for you, this car weighs let's say 4,000lb, now add say 140 for me, 120 for you."
876,Penny, 120?
877,Sheldon," Oh, I'm sorry, did I insult you? Is your body mass somehow tied into your self worth?"
878,Penny," Well, yeah."
879,Sheldon," Interesting. Anyway, that gives us a total weight of, let's say, 4,400lb."
880,Penny," Let's say 4,390."
881,Sheldon," Fine. We're travelling forward at, good Lord, 51 miles an hour. Now let's assume that your brakes are new and the callipers are aligned, still, by the time we come to a stop, we'll be occupying the same space as that Buick in front of us, an impossibility that nature will quickly resolve into death, mutilation and... oh look, they built a new put-put course."
882,Sheldon," This is great. Look at me, out in the real world of ordinary people, just living their ordinary, colourless, workaday lives."
883,Penny, Thank you.
884,Sheldon," No, thank you. And thank you, ordinary person. Hey, you want to hear an interesting thing about tomatoes."
885,Penny," Uh, no, no not really. Listen, didn't you say you needed some eggs."
886,Sheldon," Uh, yes, but anyone who knows anything about the dynamics of bacterial growth knows to pick up their refrigerated foods on the way out of the supermarket."
887,Penny," Oh, okay, well maybe you should start heading on out then."
888,Sheldon," No, this is fun. Oh, the thing about tomatoes, and I think you'll really enjoy this, is, they're shelved with the vegetables, but they're technically a fruit."
889,Penny, Interesting.
890,Sheldon, Isn't it?
891,Penny," No, I mean what you find enjoyable."
892,Sheldon, Oh boy.
893,Penny, What now?
894,Sheldon," Well, there's some value to taking a multivitamin, but the human body can only absorb so much, what you're buying here are the ingredients for very expensive urine."
895,Penny," Well, maybe that's what I was going for."
896,Sheldon, Well then you'll want some manganese.
897,Sheldon, That was fun. Maybe tomorrow we can go to one of those big warehouse stores.
898,Penny," Oh, I don't know Sheldon, it's going to take me a while to recover from all the fun I had today."
899,Sheldon," Are you sure. There are a lot of advantages to buying in bulk. For example, I noticed that you purchase your tampons one month's supply at a time."
900,Penny, What?
901,Sheldon," Well think about it, it's a product that doesn't spoil, and you're going to be needing them for at least the next thirty years."
902,Penny, You want me to buy thirty years worth of tampons?
903,Sheldon," Well, thirty, thirty five, hey, when did your mother go into menopause?"
904,Penny," Okay, I'm not talking about this with you."
905,Sheldon," Oh, Penny, this is a natural human process, and we're talking about statistically significant savings. Now, if you assume 15 tampons per cycle and a 28 day cycle, are you fairly regular?  Okay, no warehouse store, but we're still on for put-put golf, right?"
906,Leonard," Hey, I just ran into Penny, she seemed upset about something."
907,Sheldon, I think it's her time of the month. I marked the calendar for future reference.
908,Leonard, What's with the fish?
909,Sheldon, It's an experiment.
910,Leonard, What happened to your scrambled egg research?
911,Sheldon," Oh, that was a dead end. Scrambled eggs are as good as they're ever going to be."
912,Leonard, So... fish.
913,Sheldon," I read an article about Japanese scientists, who inserted DNA from luminous jellyfish into other animals, and I thought hey, fish nightlights."
914,Leonard, Fish nightlights.
915,Sheldon, It's a billion dollar idea. Shhhhh!
916,Leonard," Mum's the word. Sheldon, are you sure you don't want to just apologise to Gablehauser and get your job back."
917,Sheldon," Oh, no, no, no. No, I've too much to do."
918,Leonard, Like luminous fish.
919,Sheldon, Shhhhh!
920,Leonard, Right... I didn't....
921,Sheldon," That's just the beginning. I also have an idea for a bulk mail-order feminine hygiene company. Oh, glow in the dark tampons! Leonard, we're going to be rich."
922,Leonard, Thank you for coming on such short notice.
923,Mrs Cooper, You did the right thing calling.
924,Leonard," I didn't know what else to do, he's lost all focus, every day he's got a new obsession.  This is a particularly disturbing one."
925,Sheldon, Mommy.
926,Mrs Cooper, Hi baby.
927,Sheldon, You called my mother?
928,Mrs Cooper," Oh, you got yourself a loom, how nice."
929,Sheldon, Thank you.
930,Mrs Cooper," Honey, why did you get a loom?"
931,Sheldon," I was working with luminous fish, and I thought, hey, loom! Mom, what are you doing here?"
932,Mrs Cooper, Leonard called me.
933,Sheldon," I know, but why?"
934,Leonard, Because one of the great minds of the twenty-first century is raising glow-in-the-dark fish and weaving sarapes.
935,Sheldon," This is not a sarape. This is a poncho. A sarape is open at the sides, a poncho is closed, this is a poncho, and neither is a reason to call someone's mother."
936,Leonard," Really, when was the last time you left the house."
937,Sheldon, I went to the market with Penny.
938,Leonard, That was three weeks ago.
939,Sheldon," Well then buckle up, in the next four to eight days she's going to get very crabby."
940,Mrs Cooper," Sweetheart, your little friend is concerned about you."
941,Sheldon," Yes, well I'm not a child, I'm a grown man capable of living my life as I see fit. And I certainly don't need someone telling on me to my mother."
942,Leonard, Where are you going?
943,Sheldon," To my room, and no-one's allowed in."
944,Mrs Cooper, He gets his temper from his daddy.
945,Leonard, Oh.
946,Mrs Cooper, He's got my eyes.
947,Leonard, I see.
948,Mrs Cooper," All that science stuff, that comes from Jesus."
949,Leonard, Sheldon? Your mum made dinner.
950,Sheldon, I'm not hungry.
951,Mrs Cooper," Oh, Leonard, don't trouble yourself, he's stubborn. He may stay in there ‘til the Rapture."
952,Penny, Are we so sure that's a bad thing?
953,Mrs Cooper," I'll tell ya, I love the boy to death, but he has been difficult since he fell out of me at the K-Mart."
954,Howard," Excuse me for being so bold, but I now see where Sheldon gets his smouldering good looks."
955,Mrs Cooper," Oh, honey that ain't going to work, but you keep trying.  I made chicken, I hope that isn't one of the animals that you people think is magic? You know, we have an Indian gentleman at our church, a Dr Patel, it's a beautiful story, the lord spoke to him, and moved him to give us all 20% off on lasic, you know, those that needed it."
956,Leonard," That is a lovely story, um, are we going to do anything about Sheldon?"
957,Mrs Cooper," Oh, we will, you have to take your time with Sheldon. His father, God rest his soul, used to say to me, Mary, you have to take your time with Sheldon."
958,Leonard, Sounds like a wise man.
959,Mrs Cooper," Oh, not so wise, he was trying to fight a bobcat for some licquorish. So, everybody grab a plate, and a pretty place mat that Shelly wove."
960,Penny, Has Shelly ever freaked out like this before.
961,Mrs Cooper," Oh, all the time, I remember one summer when he was thirteen, he built a small nuclear reactor in the shed and told everybody he was going to provide free electricity for the whole town, well the only problem was he had no, whatchacall, fissionable materials. Anyway, when he went on the internets to get some, a man from the government came by and sat him down real gentle and told him it's against the law to have yellow cake uranium in a shed."
962,Penny, What happened?
963,Mrs Cooper," Well, the poor boy had a fit, locked himself in his room and built a sonic death ray."
964,Leonard, A death ray?
965,Mrs Cooper," Well, that's what he called it, didn't even slow down the neighbour kids. It pissed our dog off to no end. You know, you two make a cute couple."
966,Leonard," No, we're not, we're not, not a couple, two singles, like those individually wrapped slices of cheese that.... are friends."
967,Mrs Cooper, Did I pluck a nerve there?
968,Howard, Oh yeah.
969,Mrs Cooper," Okay. Alright everybody, it's time to eat.  Oh Lord, we thank you for this meal, all your bounty, and we pray that you help Sheldon get back on his rocker.  Now after a moment of silent meditation I'm going to end with “In Jesus' Name” but you two don't feel any obligation to join in. Unless, of course, the holy spirit moves you."
970,Penny," Oh my God, this is the best cobbler I've ever had."
971,Mrs Cooper, It was always Sheldon' s favourite. You know what the secret ingredient is?
972,Penny, Love?
973,Mrs Cooper, Lard.
974,Howard," Hey, look who's come out...."
975,Mrs Cooper," Shhh! You'll spook him. He's like a baby deer, you gotta let him come to you."
976,Leonard," This is ridiculous. Dammit, Sheldon, snap out of it. You're a physicist, you belong at the University doing research, not hiding in your room."
977,Mrs Cooper," You don't hunt, do you?"
978,Mrs Cooper," Good morning, snicker-doodle."
979,Sheldon, Morning.
980,Mrs Cooper," Oh, well that looks awful fancy, what is that?"
981,Sheldon, It's my idea of what DNA would look like in a silicon based life form.
982,Mrs Cooper," But intelligently designed by a creator, right?"
983,Sheldon," What do you want, mom?"
984,Mrs Cooper, You know how your daddy used to say that you can only fish for so long before you got to throw a stick of dynamite in the water?
985,Sheldon, Yeah.
986,Mrs Cooper," Well, I'm done fishing.  You put those on."
987,Sheldon, What for?
988,Mrs Cooper," Because you're going to go down to your office, you're going to apologise to your boss, and get your job back."
989,Sheldon, No.
990,Mrs Cooper," I'm sorry, did I start that sentence with the words “if it please your highness?”"
991,Sheldon," I'm not going to apologise, I didn't say anything that wasn't true."
992,Mrs Cooper," Now you listen here, I have been telling you since you were four years old, it's okay to be smarter than everybody but you can't go around pointing it out."
993,Sheldon, Why not?
994,Mrs Cooper," Because people don't like it. Remember all the ass-kickings you got from the neighbour kids? Now let's get cracking. Shower, shirt, shoes, and let's shove off."
995,Sheldon, Wouldn't have been any ass-kickings if that stupid death ray had worked.
996,Mrs Cooper, Problem solved.
997,Leonard, Really? That's impressive.
998,Mrs Cooper," Leonard, the Lord never gives us more than we can handle. Thankfully he blessed me with two other children who are dumb as soup."
999,Mrs Cooper," Excuse me, Dr Gablehouser, are you busy?"
1000,Gablehouser," Well, actually...."
1001,Mrs Cooper," Sheldon, he's just doodling, get in here."
1002,Sheldon, Dr Gablehouser.
1003,Gablehouser, Dr Cooper.
1004,Mrs Cooper," Let's go, baby, we're losing daylight."
1005,Sheldon," Um, as you know, several weeks ago in our first encounter we may have gotten off on the wrong foot, when I called you an idiot. And I just wanted to say that I was wrong. To point it out."
1006,Gablehouser," I'm sorry, we haven't been introduced. Dr Eric Gablehouser."
1007,Mrs Cooper," Mary Cooper, Sheldon's mom."
1008,Gablehouser," Now that's impossible, you must have had him when you were a teenager."
1009,Mrs Cooper," Oh, aren't you sweet, his father's dead."
1010,Gablehouser, Recently?
1011,Mrs Cooper, Long enough.
1012,Gablehouser," Please. Sheldon, shouldn't you be working?"
1013,Sheldon, Okay.
1014,Leonard," Hey, how did it go?"
1015,Sheldon, I got my job back.
1016,Leonard, Really? What happened?
1017,Sheldon, I'm not quite sure. It involves a part of the human experience that has always eluded me.
1018,Leonard, That narrows it down.
1019,Mrs Cooper," I'm very proud of you honey, you showed a lot of courage today."
1020,Sheldon," Thanks, mom. Mom?"
1021,Mrs Cooper, Mmm-hmm?
1022,Sheldon, Is Dr Gablehouser going to be my new daddy?
1023,Mrs Cooper, We'll see. Sleep tight.
1024,Sheldon," Alright, I'm moving my infantry division, augmented by a battalion of Orcs from Lord of the Rings, we flank the Tennessee Volunteers, and the North once again wins the Battle of Gettysburg."
1025,Howard," Not so fast, remember the South still has two infantry divisions, plus Superman and Godzilla."
1026,Leonard," No, no, no, no, Orcs are magic, Superman is vulnerable to magic, not to mention, you already lost Godzilla to the Illinois Cavalry and Hulk."
1027,Raj, Why don't you just have Robert E. Lee charge the line with Shiva and Ganesh.
1028,Penny," Hi, you guys ready to order?"
1029,Howard," Hang on, honey. Shiva and Ganesh? The Hindu Gods against the entire Union army?"
1030,Leonard, And Orcs!
1031,Penny, I'll be back.
1032,Raj," Excuse me, Ganesh is the remover of obstacles, and Shiva is the destroyer. When the smoke clears, Abraham Lincoln will be speaking Hindi and drinking mint juleps."
1033,Penny," Alright, my boss says you either have to order, or leave and never come back."
1034,Howard, What do you recommend for someone who worked up a man-sized appetite from a morning of weight training and cardio-funk?
1035,Penny, A shower.
1036,Howard, I'll take the heart smart platter.
1037,Penny," Alright, thank you, and Sheldon."
1038,Sheldon," We don't eat here, I don't know what's good."
1039,Penny," Well, it's all good."
1040,Sheldon, Statistically unlikely.
1041,Leonard," Just get a hamburger, you like hamburgers."
1042,Sheldon," I like the hamburgers where we usually have hamburgers, you can't make the assumption that I'll like the hamburgers here."
1043,Leonard, I'm sorry. Give him a hamburger.
1044,Penny," Uh, which one, the Classic Burger, the Ranch House Burger, the Barbecue Burger or the Kobe burger?"
1045,Sheldon, Can't we just go to Big Boy? They only have one burger. The Big Boy.
1046,Penny, The Barbecue Burger is like the Big Boy.
1047,Sheldon," Excuse me, in a world that already includes the Big Boy, why would I settle for something like a Big Boy?"
1048,Penny, Because you are not at Big Boy!
1049,Sheldon," Fine, I'll have the Barbecue Burger."
1050,Leonard, Make it two.
1051,Sheldon, Waitresses don't yell at you at Big Boy.
1052,Lesley," Hey Leonard, hi guys."
1053,Leonard, Hey Lesley.
1054,Lesley, I didn't know you ate here.
1055,Sheldon, We don't. This is a disturbing aberration.
1056,Leonard," Lesley, this is Penny, she lives across the hall from Sheldon and me."
1057,Howard, And walks in quiet beauty like the night.
1058,Penny," Howard, I've asked you not to do that."
1059,Leonard, Lesley and I do research together at the University.
1060,Penny," Oh, wow, a girl scientist."
1061,Lesley," Yep, come for the breasts, stay for the brains. So, I'm glad I ran into you, the physics department string quartet needs a new cellist."
1062,Leonard, What happened to Elliot Wong?
1063,Lesley," He switched over to high energy radiation research, had a little mishap, and now the other guys are uncomfortable sitting next to him. So, are you in?"
1064,Leonard," Yeah, sure, why not."
1065,Lesley," Great, we rehearse on Tuesdays at your place."
1066,Leonard, Why at my place?
1067,Lesley," Yeah, the department of energy said our regular space is kind of a hot zone. Nice meeting you."
1068,Penny," Yeah, you too. Leonard, I didn't know you played the cello?"
1069,Leonard," Yeah, my parents felt that naming me Leonard and putting me in advanced placement classes wasn't getting me beaten up enough."
1070,Howard," If you're into music, I happen to be a human beatbox."
1071,Penny," Really?  I'm actually not that into music. So hey, your friend's really cute, anything going on with you two."
1072,Leonard," Lesley? No, no-oh, what are you kidding?"
1073,Sheldon," He asked her out once, it was an embarrassing failure."
1074,Leonard, Thank you Sheldon.
1075,Sheldon," Oh, I'm sorry, was that supposed to be a secret?"
1076,Penny," Oh, that's too bad, you guys would make a cute couple."
1077,Raj, Oh dear.
1078,Howard, What's the matter?
1079,Raj, She didn't take my order.
1080,Howard, How can she take your order when you're too neurotic to talk to her.
1081,Raj," Nevertheless, this will be reflected in her tip."
1082,Leonard," What did Penny mean, you'd make a cute couple?"
1083,Sheldon," Well I assume she meant that the two of you together would constitute a couple that others might consider cute. An alternate, and somewhat less likely interpretation, is that you could manufacture one. As in, oh look, Leonard and Lesley made Mr and Mrs Goldfarb, aren't they adorable."
1084,Leonard," If Penny didn't know that Lesley had already turned me down then that would unambiguously mean that she, Penny, thought that I should her, Lesley, out, indicating that she, Penny, had no interest in me asking her, Penny, out. But because she did know that I had asked Lesley out and that she, Lesley, had turned me down then she, Penny, could be offering consolation. That's too bad, you would have made a cute couple. But while thinking, good, Leonard remains available."
1085,Sheldon," You're a lucky man, Leonard."
1086,Leonard, How so?
1087,Sheldon, You're talking to one of the three men in the Western hemisphere capable of following that train of thought.
1088,Leonard," Well, what do you think."
1089,Sheldon," I said I could follow it, I didn't say I cared."
1090,Lesley, I admire your fingering.
1091,Leonard, Thank you.
1092,Lesley, Maybe some time you can try that on my instrument.
1093,Lesley," Goodnight guys, good job."
1094,Male string quartettist, Thanks.
1095,Female string quartettist, See you next week.
1096,Leonard," That was fun, Lesley, thanks for including me."
1097,Lesley, You're welcome. If you're up for it we could practise that middle section again.
1098,Leonard," Uh, sure, why not."
1099,Lesley," Just so we're clear, you understand that me hanging back to practise with you is a pretext for letting you know that I'm sexually available."
1100,Leonard, Really?
1101,Lesley," Yeah, I'm good to go."
1102,Leonard, I thought you weren't interested in me.
1103,Lesley, That was before I saw you handling that beautiful piece of wood between your legs.
1104,Leonard, You mean my cello?
1105,Lesley," No, I mean the obvious crude double entendre. I'm seducing you."
1106,Leonard, No kidding?
1107,Lesley," What can I say, I'm a passionate and impulsive woman. So how about it?"
1108,Leonard," Gee, uh..."
1109,Lesley, Is it the waitress?
1110,Leonard, Penny? What about her?
1111,Lesley," Well, I thought I saw your pupils dilate when you looked at her, which, unless you're a heroin addict, points to sexual attraction."
1112,Leonard," Well, I did have a poppy seed bagel for breakfast, which could give a positive urine test for opiates but certainly not dilate my pupils, so I guess there's no point in bringing it up."
1113,Lesley, You and the waitress then?
1114,Leonard," No. No, there's nothing going on between Penny and me."
1115,Lesley," So, you're open to a sexual relationship?"
1116,Leonard," Yeah. Yeah, I guess I am."
1117,Lesley, Good.
1118,Leonard," Yeah, yeah it is good. Did you want to start now?"
1119,Lesley, Why don't we finish the section first.
1120,Leonard, Oh. Okay. A little musical foreplay. Terrific.
1121,Leonard," I'm good, I'm good to go."
1122,Lesley, Me too.
1123,Penny," Oh, hey Sheldon, what's going on?"
1124,Sheldon, I need your opinion on a matter of semiotics.
1125,Penny, I'm sorry?
1126,Sheldon," Semiotics. The study of signs and symbols, it's a branch of philosophy related to linguistics."
1127,Penny," Okay, sweetie, I know you think you're explaining yourself, but you're really not."
1128,Sheldon, Just come with me.
1129,Sheldon, Well?
1130,Penny, Well what?
1131,Sheldon, What does it mean?
1132,Penny," Oh, come on, you went to college."
1133,Sheldon," Yes, but I was eleven."
1134,Penny," Alright, look, a tie on the doorknob usually means someone doesn't want to be disturbed because they're, you know, getting busy."
1135,Sheldon, So you're saying Leonard has a girl in there.
1136,Penny," Well, either that or he's lost his tie rack and gotten really into Bryan Adams."
1137,Lesley," Oh Leonard, you magnificent beast."
1138,Penny, We really shouldn't be standing here.
1139,Sheldon, This is very awkward.
1140,Penny," Oh, come on, you know, Leonard's had girls over before, right?"
1141,Sheldon," Oh, yes, but there's usually planning, courtship and advance notice. Last time I was able to book a cruise to the Arctic to see a solar eclipse."
1142,Penny," Wait, you had to leave the state because your roommate was having sex?"
1143,Sheldon," I didn't have to, the dates just happened to coincide."
1144,Penny," So, do you know who's in there?"
1145,Sheldon," Well, there's Leonard.  And he's either with Lesley Winkle or a 1930's gangster."
1146,Penny," Hmmm. Good for him. Good for Leonard. Okay, night."
1147,Sheldon," No, no, wait, hold on."
1148,Penny, What's the matter?
1149,Sheldon," I don't know what the protocol is here. Do I stay, do I leave? Do I wait to greet them with a refreshing beverage?"
1150,Penny," Gee, Sheldon, you're asking the wrong girl. I'm usually on the other side of the tie."
1151,Sheldon," Hi, Leonard. It's me, Sheldon. In the living room. I just, I wanted you to know I saw the tie. Message received. You're welcome. You carry on. Give my best to Lesley."
1152,Sheldon," Big boy!  Someone touched my board. Oh God, my board. Leonard! Leonard!"
1153,Leonard," Hey, what's the matter?"
1154,Sheldon," My equations, someone's tampered with my equations."
1155,Leonard, Are you sure?
1156,Sheldon," Of course I'm sure. Look at the beta-function of quantum chrono-dynamics, the sign's been changed."
1157,Leonard, Oh yeah. But doesn't that fix the problem you've been having?
1158,Sheldon," Are you insane? Are you out of your mind? Are you.... hey look, that fixes the problem I've been having."
1159,Lesley, You're welcome.
1160,Sheldon, You did this?
1161,Lesley," Yeah, I noticed it when I got up to get a glass of water, so I fixed it, now you can show that quarks are asymptotically free at high energies. Pretty cool, huh?"
1162,Sheldon, Cool?
1163,Lesley," Listen, I got to hit the lab. Thanks for a great night."
1164,Leonard," Thank you, I'll see you at work."
1165,Sheldon," Uh-duh, hold on, hold on!"
1166,Lesley, What?
1167,Sheldon, Who told you you could touch my board?
1168,Lesley, No-one.
1169,Sheldon, I don't come into your house and touch your board.
1170,Lesley, There are no incorrect equations on my board.
1171,Sheldon," Oh, that is so... so..."
1172,Lesley," I'm sorry, I've got to run, if you come up with an adjective, text me. ."
1173,Sheldon," Inconsiderate, that is the adjective, inconsiderate."
1174,Leonard," You can stare at your board all day Sheldon, she's still going to be right."
1175,Sheldon," I'm not staring, I'm mulling."
1176,Penny," Oh, hey Leonard."
1177,Leonard," Oh, hi."
1178,Penny," So, how's it going?"
1179,Leonard, Pretty good.
1180,Penny," Just pretty good, I'd think you were doing very good."
1181,Leonard," Pretty, very, there's really no objective scale for delineating variations of good, why do you ask?"
1182,Penny," Well, a little bird told me that you and Lesley hooked up last night."
1183,Leonard, Sheldon!
1184,Sheldon, I'm coming.
1185,Penny," So, is it serious, do you like her?"
1186,Leonard," Wuh, I don't.... th-th-th-that's really two different questions, uh, I'm not.... Sheldon, we have to go!"
1187,Sheldon," Boy, you're wound awfully tight for a man who just had sexual intercourse."
1188,Penny," Alright, well, I'll talk to you later, but, I am so happy for you Leonard."
1189,Leonard," Thank you. What did she mean, she's happy for me? Is she happy because I'm seeing someone, or is she happy because she thinks that I'm happy, because anyone who cared for someone would want them to be happy, even if the reason for their happiness made the first person unhappy. You know, because the second person, though happy, is now romantically unavailable to the first person."
1190,Sheldon, Do you realise I may have to share a Nobel Prize with your booty call?
1191,Leonard," You know what, I'm being ridiculous. But who cares what Penny thinks, Lesley is a terrific girl, she's attractive, we like each other, she's extremely intelligent."
1192,Sheldon, She's not that intelligent.
1193,Leonard, She fixed your equation.
1194,Sheldon, She got lucky.
1195,Leonard, You don't believe in luck.
1196,Sheldon, I don't have to believe in it for her to be lucky.
1197,Leonard," Regardless, I have a chance at a real relationship with Lesley, I'm not going to pass that up for some hypothetical future happiness with a woman who may or may not want me to be happy with a woman who is currently making me happy."
1198,Sheldon, Leonard?
1199,Leonard, Yeah.
1200,Sheldon, I still don't care.
1201,Leonard," Hey, Lesley."
1202,Lesley," Careful  Leonard, liquid nitrogen, 320 degrees below zero."
1203,Leonard, Brrrr. Why are you smashing a flash frozen banana.
1204,Lesley, Because I've got a bowl of Cheerios and I couldn't find a knife.
1205,Leonard, So anyway  Hello.
1206,Lesley," Uh, what are you doing?"
1207,Leonard, Just extending the intimacy. Do you want to slip over to the radiation lab and share a decontamination shower?
1208,Lesley," Okay, uh, what exactly do you think's going on between us?"
1209,Leonard," I'm not sure, but I think I'm about to discover how the banana felt."
1210,Lesley," Listen, Leonard, neither of us are neuroscientists but we both understand the biochemistry of sex, I mean, dopamine in our brains is released across synapses causing pleasure. You stick electrodes in a rat's brain, give him an orgasm button, he'll push that thing until he starves to death."
1211,Leonard, Who wouldn't?
1212,Lesley," Well, the only difference between us and a rat is that you can't stick an electrode in our hypothalamus. That's where you come in."
1213,Leonard," Yeah, well, I'm just glad to be a part of it. So what happens now?"
1214,Lesley," Well, I don't know about your sex drive, but I'm probably good till New Years."
1215,Leonard, Oh. Okay. Thank you.
1216,Lesley, Thank you!
1217,Leonard, You want to make plans for New Years.
1218,Lesley," Woah, Leonard, please, you're smothering me."
1219,Leonard, Sorry.
1220,Howard," Hey, look, it's Doctor Stud!"
1221,Leonard, Doctor what?
1222,Howard, The blogosphere is a-buzzing with news of you and Lesley Winkle making eine kleine bang-bang music.
1223,Leonard, Wha... how did it get on the internet?
1224,Howard, I put it there.
1225,Leonard," Well, how did you know about it?"
1226,Raj, A little bird told us. Apparently you are a magnificent beast.
1227,Leonard," Well, that part's true!"
1228,Sheldon," You know, I think I may have misjudged this restaurant."
1229,Leonard, No kidding.
1230,Sheldon," I won't go out on a limb, but I think we may be looking at my new Tuesday hamburger."
1231,Leonard, Your old Tuesday hamburger will be so broken hearted.
1232,Sheldon," Way ahead of you. I was thinking of moving Big Boy to Thursdays, and just dropping Soup Plantation."
1233,Leonard, Really?
1234,Sheldon," Yeah, the name always confused me anyway, Soup Plantation. You can't grow soup."
1235,Penny," So, how's everything."
1236,Sheldon," Terrific, you'll be happy to know that I plan to come here every Tuesday night for the foreseeable future."
1237,Penny," Really, oh yay!"
1238,Sheldon, Who do I speak to about permanently reserving this table?
1239,Penny," Um, I don't know, a psychiatrist? So hey, how are things with you and Lesley?"
1240,Leonard," Oh, to be honest, I don't think it's going to work out."
1241,Penny," Oh, oh that's too bad. Well hey, don't worry, I'm sure there is someone out there who is just right for you. ."
1242,Leonard, Well what did she mean by that? Was that just a generic platitude or was that a subtle bid for attention?
1243,Sheldon, You know why this hamburger surpasses the Big Boy? This is a single decker hamburger whereas the Big Boy is a double decker. This has a much more satisfying meat to bun to condiment ratio.
1244,Leonard, Are you even listening to me?
1245,Sheldon," Of course I'm listening. Blah blah, hopeless Penny delusion, blah blah blah."
1246,Leonard," Okay then. You know, you can grow the ingredients for soup. ."
1247,Raj," Okay, if no-one else will say it, I will. We really suck at paintball."
1248,Howard, That was absolutely humiliating.
1249,Leonard," Oh, come on, some battles you win, some battles you lose."
1250,Howard," Yes, but you don't have to lose to Kyle Bernstein's Bar-Mitzvah party."
1251,Leonard," I think we have to acknowledge, those were some fairly savage pre-adolescent Jews."
1252,Sheldon," You know, we were annihilated by our own incompetence and the inability of some people to follow the chain of command."
1253,Leonard," Sheldon, let it go."
1254,Sheldon," No, I want to talk about the fact that Wolowitz shot me in the back."
1255,Howard," I shot you for good reason, you were leading us into disaster."
1256,Sheldon," I was giving clear, concise orders."
1257,Leonard," You hid behind a tree yelling “get the kid in the yarmulkah, get the kid in the yarmulkah.”"
1258,Penny," Oh, hey guys."
1259,Leonard, Hello Penny.
1260,Howard, Morning ma'am.
1261,Penny," So, how was paintball, did you have fun?"
1262,Sheldon," Sure, if you consider being fragged by your own troops fun.  You clear space on your calendar, there will be an enquiry."
1263,Penny," Okay, um, oh hey, I'm having a party on Saturday so if you guys are around you should come by."
1264,Leonard, A party?
1265,Penny, Yeah.
1266,Howard, A boy-girl party?
1267,Penny," Well, there will be boys, and there will be girls, and it is a party. So, it'll just be a bunch of my friends, we'll have some beer, do a little dancing..."
1268,Sheldon, Dancing?
1269,Leonard," Yeah, I don't know, Penny..."
1270,Sheldon," The thing is, we're not...."
1271,Leonard, We're really more....
1272,Sheldon, No.
1273,Leonard," But thanks, thanks for thinking of us."
1274,Penny," Are you sure? Come on, it's Halloween."
1275,Sheldon, A Halloween party?
1276,Howard," As in, costumes?"
1277,Penny," Well, yeah."
1278,Leonard, Is there a theme?
1279,Penny," Um, yeah, Halloween."
1280,Sheldon," Yes, but are the costumes random, or genre specific?"
1281,Penny," As usual, I'm not following."
1282,Leonard," He's asking if we can come as anyone from science-fiction, fantasy..."
1283,Penny, Sure.
1284,Sheldon, What about comic-books?
1285,Penny, Fine.
1286,Sheldon, Anime?
1287,Penny, Of course.
1288,Sheldon," TV , film, D&D, Manga, Greek Gods, Roman Gods, Norse Gods..."
1289,Penny," Anything you want, okay? Any costume you want. Bye."
1290,Howard," Gentlemen, to the sewing machines."
1291,Leonard, I'll get it.
1292,Howard, Bjow
1293,Leonard," Oh, no."
1294,Sheldon, Oh no!
1295,Raj, Make way for the fastest man alive.  Oh no!
1296,Sheldon," See, this is why I wanted to have a costume meeting."
1297,Leonard," We all have other costumes, we can change."
1298,Raj," Or, we could walk right behind each other all night and look like one person going really fast."
1299,Howard," No, no, no, it's a boy-girl party, this Flash runs solo."
1300,Leonard," Okay, how about this, nobody gets to be The Flash, we all change, agreed?"
1301,All, Agreed.
1302,Leonard, I call Frodo!
1303,All, Damn!
1304,Raj," Hey. Sorry I'm late, but my hammer got stuck in the door on the bus."
1305,Leonard, You went with Thor?
