,name,line
1865,Sheldon," I know, but why?"
1866,Eliza,That's quite interesting.
1867,Leonard, Because one of the great minds of the twenty-first century is raising glow-in-the-dark fish and weaving sarapes.
1868,Eliza,Is that the real reason ?
1869,Sheldon," This is not a sarape. This is a poncho. A sarape is open at the sides, a poncho is closed, this is a poncho, and neither is a reason to call someone's mother."
1870,Eliza,Please go on.
1871,Leonard," Really, when was the last time you left the house."
1872,Eliza,Does that question interest you ?
1873,Sheldon, I went to the market with Penny.
1874,Eliza,You say you went to the market with Penny ?
1875,Leonard, That was three weeks ago.
1876,Eliza,What does that suggest to you ?
1877,Sheldon," Well then buckle up, in the next four to eight days she's going to get very crabby."
1878,Eliza,Do you feel strongly about discussing such things ?
1879,Mrs Cooper," Sweetheart, your little friend is concerned about you."
1880,Eliza,Are you worried about someone else's little friend is concerned about I ?
1881,Sheldon," Yes, well I'm not a child, I'm a grown man capable of living my life as I see fit. And I certainly don't need someone telling on me to my mother."
1882,Eliza,Your mother ?
1883,Leonard, Where are you going?
1884,Eliza,Do you sometimes think I am going? ?
1885,Sheldon," To my room, and no-one's allowed in."
1886,Eliza,Your room ?
1887,Mrs Cooper, He gets his temper from his daddy.
1888,Eliza,Does that have anything to do with the fact that your room ?
1889,Leonard, Oh.
1890,Eliza,But your mother .
1891,Mrs Cooper, He's got my eyes.
1892,Eliza,Why do you say your eyes ?
1893,Leonard, I see.
1894,Eliza,Can you elaborate on that ?
1895,Mrs Cooper," All that science stuff, that comes from Jesus."
1896,Eliza,Lets discuss further why your eyes .
1897,Leonard, Sheldon? Your mum made dinner.
1898,Eliza,"Really, my mum made dinner ?"
1899,Sheldon, I'm not hungry.
1900,Eliza,Is it because you are not hungry that you came to me ?
1901,Mrs Cooper," Oh, Leonard, don't trouble yourself, he's stubborn. He may stay in there ‘til the Rapture."
1902,Eliza,I'm not sure I understand you fully.
1903,Penny, Are we so sure that's a bad thing?
1904,Eliza,Possibly they are we so sure that's a bad thing? .
1905,Mrs Cooper," I'll tell ya, I love the boy to death, but he has been difficult since he fell out of me at the K-Mart."
1906,Eliza,Do you say I'll tell ya for some special reason ?
1907,Howard," Excuse me for being so bold, but I now see where Sheldon gets his smouldering good looks."
1908,Eliza,That's quite interesting.
1909,Mrs Cooper," Oh, honey that ain't going to work, but you keep trying.  I made chicken, I hope that isn't one of the animals that you people think is magic? You know, we have an Indian gentleman at our church, a Dr Patel, it's a beautiful story, the lord spoke to him, and moved him to give us all 20% off on lasic, you know, those that needed it."
1910,Eliza,"Oh, I know ?"
1911,Leonard," That is a lovely story, um, are we going to do anything about Sheldon?"
1912,Eliza,Did you think they might not be we going to do anything about Sheldon? ?
1913,Mrs Cooper," Oh, we will, you have to take your time with Sheldon. His father, God rest his soul, used to say to me, Mary, you have to take your time with Sheldon."
1914,Eliza,Does someone else believe I have to take my time with Sheldon you ?
1915,Leonard, Sounds like a wise man.
1916,Eliza,Please go on.
1917,Mrs Cooper," Oh, not so wise, he was trying to fight a bobcat for some licquorish. So, everybody grab a plate, and a pretty place mat that Shelly wove."
1918,Eliza,Can you think of anyone in particular ?
1919,Penny, Has Shelly ever freaked out like this before.
1920,Eliza,What does that suggest to you ?
1921,Mrs Cooper," Oh, all the time, I remember one summer when he was thirteen, he built a small nuclear reactor in the shed and told everybody he was going to provide free electricity for the whole town, well the only problem was he had no, whatchacall, fissionable materials. Anyway, when he went on the internets to get some, a man from the government came by and sat him down real gentle and told him it's against the law to have yellow cake uranium in a shed."
1922,Eliza,Does thinking of one summer what he was thirteen bring anything else to mind ?
1923,Penny, What happened?
1924,Eliza,What is it you really wanted to know ?
1925,Mrs Cooper," Well, the poor boy had a fit, locked himself in his room and built a sonic death ray."
1926,Eliza,Do you feel strongly about discussing such things ?
1927,Leonard, A death ray?
1928,Eliza,I'm not sure I understand you fully.
1929,Mrs Cooper," Well, that's what he called it, didn't even slow down the neighbour kids. It pissed our dog off to no end. You know, you two make a cute couple."
1930,Eliza,Are such questions much on your mind ?
1931,Leonard," No, we're not, we're not, not a couple, two singles, like those individually wrapped slices of cheese that.... are friends."
1932,Eliza,You are being a bit negative.
1933,Mrs Cooper, Did I pluck a nerve there?
1934,Eliza,You say Did you pluck a nerve there? ?
1935,Howard, Oh yeah.
1936,Eliza,Please go on.
1937,Mrs Cooper," Okay. Alright everybody, it's time to eat.  Oh Lord, we thank you for this meal, all your bounty, and we pray that you help Sheldon get back on his rocker.  Now after a moment of silent meditation I'm going to end with “In Jesus' Name” but you two don't feel any obligation to join in. Unless, of course, the holy spirit moves you."
1938,Eliza,"Who, for example?"
1939,Penny," Oh my God, this is the best cobbler I've ever had."
1940,Eliza,Does that suggest anything else which belongs to you ?
1941,Mrs Cooper, It was always Sheldon' s favourite. You know what the secret ingredient is?
1942,Eliza,Can you think of a specific example ?
1943,Penny, Love?
1944,Eliza,Earlier you said your God .
1945,Mrs Cooper, Lard.
1946,Eliza,What does that suggest to you ?
1947,Howard," Hey, look who's come out...."
1948,Eliza,Do you feel strongly about discussing such things ?
1949,Mrs Cooper," Shhh! You'll spook him. He's like a baby deer, you gotta let him come to you."
1950,Eliza,You're not really talking about me -- are you ?
1951,Leonard," This is ridiculous. Dammit, Sheldon, snap out of it. You're a physicist, you belong at the University doing research, not hiding in your room."
1952,Eliza,Do you sometimes wish you were a physicist ?
1953,Mrs Cooper," You don't hunt, do you?"
1954,Eliza,What are your feelings now ?
1955,Mrs Cooper," Good morning, snicker-doodle."
1956,Eliza,I'm not sure I understand you fully.
1957,Sheldon, Morning.
1958,Eliza,Please go on.
1959,Mrs Cooper," Oh, well that looks awful fancy, what is that?"
1960,Eliza,What answer would please you most ?
1961,Sheldon, It's my idea of what DNA would look like in a silicon based life form.
1962,Eliza,Is it important that your idea of what DNA would look like in a silicon based life form ?
1963,Mrs Cooper," But intelligently designed by a creator, right?"
1964,Eliza,But your idea of what DNA would look like in a silicon based life form .
1965,Sheldon," What do you want, mom?"
1966,Eliza,What do you think ?
1967,Mrs Cooper, You know how your daddy used to say that you can only fish for so long before you got to throw a stick of dynamite in the water?
1968,Eliza,We were discussing you -- not me.
1969,Sheldon, Yeah.
1970,Eliza,What does that suggest to you ?
1971,Mrs Cooper," Well, I'm done fishing.  You put those on."
1972,Eliza,How long have you been done fishing ?
1973,Sheldon, What for?
1974,Eliza,What comes to mind when you ask that ?
1975,Mrs Cooper," Because you're going to go down to your office, you're going to apologise to your boss, and get your job back."
1976,Eliza,Don't any other reasons come to mind ?
1977,Sheldon, No.
1978,Eliza,Why not ?
1979,Mrs Cooper," I'm sorry, did I start that sentence with the words “if it please your highness?”"
1980,Eliza,Do you believe it is normal to be sorry ?
1981,Sheldon," I'm not going to apologise, I didn't say anything that wasn't true."
1982,Eliza,Do you enjoy being not going to apologise ?
1983,Mrs Cooper," Now you listen here, I have been telling you since you were four years old, it's okay to be smarter than everybody but you can't go around pointing it out."
1984,Eliza,Are you thinking of a very special person ?
1985,Sheldon, Why not?
1986,Eliza,Have you asked such questions before ?
1987,Mrs Cooper," Because people don't like it. Remember all the ass-kickings you got from the neighbour kids? Now let's get cracking. Shower, shirt, shoes, and let's shove off."
1988,Eliza,Does that reason seem to explain anything else ?
1989,Sheldon, Wouldn't have been any ass-kickings if that stupid death ray had worked.
1990,Eliza,"Really, if that stupid death ray had worked ?"
1991,Mrs Cooper, Problem solved.
1992,Eliza,Do you feel strongly about discussing such things ?
1993,Leonard, Really? That's impressive.
1994,Eliza,I'm not sure I understand you fully.
1995,Mrs Cooper," Leonard, the Lord never gives us more than we can handle. Thankfully he blessed me with two other children who are dumb as soup."
1996,Eliza,Would you like it if they were not dumb as soup ?
1997,Mrs Cooper," Excuse me, Dr Gablehouser, are you busy?"
1998,Eliza,Have you asked anyone else ?
1999,Gablehouser," Well, actually...."
2000,Eliza,Please go on.
2001,Mrs Cooper," Sheldon, he's just doodling, get in here."
2002,Eliza,What does that suggest to you ?
2003,Sheldon, Dr Gablehouser.
2004,Eliza,Do you feel strongly about discussing such things ?
2005,Gablehouser, Dr Cooper.
2006,Eliza,I'm not sure I understand you fully.
2007,Mrs Cooper," Let's go, baby, we're losing daylight."
2008,Eliza,Please go on.
2009,Sheldon," Um, as you know, several weeks ago in our first encounter we may have gotten off on the wrong foot, when I called you an idiot. And I just wanted to say that I was wrong. To point it out."
2010,Eliza,Perhaps I already know you were wrong .
2011,Gablehouser," I'm sorry, we haven't been introduced. Dr Eric Gablehouser."
2012,Eliza,Is it because you are sorry that you came to me ?
2013,Mrs Cooper," Mary Cooper, Sheldon's mom."
2014,Eliza,What does that suggest to you ?
2015,Gablehouser," Now that's impossible, you must have had him when you were a teenager."
2016,Eliza,"Oh, I was a teenager ?"
2017,Mrs Cooper," Oh, aren't you sweet, his father's dead."
2018,Eliza,You're not really talking about me -- are you ?
2019,Gablehouser, Recently?
2020,Eliza,Do you feel strongly about discussing such things ?
2021,Mrs Cooper, Long enough.
2022,Eliza,I'm not sure I understand you fully.
2023,Gablehouser," Please. Sheldon, shouldn't you be working?"
2024,Eliza,What are your feelings now ?
2025,Sheldon, Okay.
2026,Eliza,Please go on.
2027,Leonard," Hey, how did it go?"
2028,Eliza,Why do you ask ?
2029,Sheldon, I got my job back.
2030,Eliza,Your job back ?
2031,Leonard, Really? What happened?
2032,Eliza,Does that question interest you ?
2033,Sheldon, I'm not quite sure. It involves a part of the human experience that has always eluded me.
2034,Eliza,How long have you been not quite sure ?
2035,Leonard, That narrows it down.
2036,Eliza,Does that have anything to do with the fact that your job back ?
2037,Mrs Cooper," I'm very proud of you honey, you showed a lot of courage today."
2038,Eliza,Do you believe it is normal to be very proud of I honey ?
2039,Sheldon," Thanks, mom. Mom?"
2040,Eliza,What does that suggest to you ?
2041,Mrs Cooper, Mmm-hmm?
2042,Eliza,Do you feel strongly about discussing such things ?
2043,Sheldon, Is Dr Gablehouser going to be my new daddy?
2044,Eliza,Why do you say your new daddy? ?
2045,Mrs Cooper, We'll see. Sleep tight.
2046,Eliza,Lets discuss further why your new daddy? .
2047,Sheldon," Alright, I'm moving my infantry division, augmented by a battalion of Orcs from Lord of the Rings, we flank the Tennessee Volunteers, and the North once again wins the Battle of Gettysburg."
2048,Eliza,Does that suggest anything else which belongs to you ?
2049,Howard," Not so fast, remember the South still has two infantry divisions, plus Superman and Godzilla."
2050,Eliza,Earlier you said your infantry division .
2051,Leonard," No, no, no, no, Orcs are magic, Superman is vulnerable to magic, not to mention, you already lost Godzilla to the Illinois Cavalry and Hulk."
2052,Eliza,Why 'no' ?
2053,Raj, Why don't you just have Robert E. Lee charge the line with Shiva and Ganesh.
2054,Eliza,Do you believe I don't just have Robert E ?
2055,Penny," Hi, you guys ready to order?"
2056,Eliza,We were discussing you -- not me.
2057,Howard," Hang on, honey. Shiva and Ganesh? The Hindu Gods against the entire Union army?"
2058,Eliza,I'm not sure I understand you fully.
2059,Leonard, And Orcs!
2060,Eliza,Please go on.
2061,Penny, I'll be back.
2062,Eliza,What does that suggest to you ?
2063,Raj," Excuse me, Ganesh is the remover of obstacles, and Shiva is the destroyer. When the smoke clears, Abraham Lincoln will be speaking Hindi and drinking mint juleps."
2064,Eliza,What is it you really wanted to know ?
2065,Penny," Alright, my boss says you either have to order, or leave and never come back."
2066,Eliza,Is it important that your boss says I either have to order ?
2067,Howard, What do you recommend for someone who worked up a man-sized appetite from a morning of weight training and cardio-funk?
2068,Eliza,Are such questions much on your mind ?
2069,Penny, A shower.
2070,Eliza,But your boss says I either have to order .
2071,Howard, I'll take the heart smart platter.
2072,Eliza,Do you feel strongly about discussing such things ?
2073,Penny," Alright, thank you, and Sheldon."
2074,Eliza,"Oh, I ?"
2075,Sheldon," We don't eat here, I don't know what's good."
2076,Eliza,Do you wish to be able to know what's good ?
2077,Penny," Well, it's all good."
2078,Eliza,I'm not sure I understand you fully.
2079,Sheldon, Statistically unlikely.
2080,Eliza,Please go on.
2081,Leonard," Just get a hamburger, you like hamburgers."
2082,Eliza,You're not really talking about me -- are you ?
2083,Sheldon," I like the hamburgers where we usually have hamburgers, you can't make the assumption that I'll like the hamburgers here."
2084,Eliza,Do you like the hamburgers where we usually have hamburgers anyone else ?
2085,Leonard, I'm sorry. Give him a hamburger.
2086,Eliza,Do you enjoy being sorry ?
2087,Penny," Uh, which one, the Classic Burger, the Ranch House Burger, the Barbecue Burger or the Kobe burger?"
2088,Eliza,What does that suggest to you ?
2089,Sheldon, Can't we just go to Big Boy? They only have one burger. The Big Boy.
2090,Eliza,Do you feel strongly about discussing such things ?
2091,Penny, The Barbecue Burger is like the Big Boy.
2092,Eliza,What does that similarity suggest to you ?
2093,Sheldon," Excuse me, in a world that already includes the Big Boy, why would I settle for something like a Big Boy?"
2094,Eliza,What answer would please you most ?
2095,Penny, Because you are not at Big Boy!
2096,Eliza,What other reasons might there be ?
2097,Sheldon," Fine, I'll have the Barbecue Burger."
2098,Eliza,I'm not sure I understand you fully.
2099,Leonard, Make it two.
2100,Eliza,Please go on.
2101,Sheldon, Waitresses don't yell at you at Big Boy.
2102,Eliza,What are your feelings now ?
2103,Lesley," Hey Leonard, hi guys."
2104,Eliza,What does that suggest to you ?
2105,Leonard, Hey Lesley.
2106,Eliza,Do you feel strongly about discussing such things ?
2107,Lesley, I didn't know you ate here.
2108,Eliza,Perhaps in your fantasies we didn't know each other.
2109,Sheldon, We don't. This is a disturbing aberration.
2110,Eliza,I'm not sure I understand you fully.
2111,Leonard," Lesley, this is Penny, she lives across the hall from Sheldon and me."
2112,Eliza,Please go on.
2113,Howard, And walks in quiet beauty like the night.
2114,Eliza,What does that suggest to you ?
2115,Penny," Howard, I've asked you not to do that."
2116,Eliza,We were discussing you -- not me.
2117,Leonard, Lesley and I do research together at the University.
2118,Eliza,Can you elaborate on that ?
2119,Penny," Oh, wow, a girl scientist."
2120,Eliza,Do you feel strongly about discussing such things ?
2121,Lesley," Yep, come for the breasts, stay for the brains. So, I'm glad I ran into you, the physics department string quartet needs a new cellist."
2122,Eliza,How have I helped you to be glad ?
2123,Leonard, What happened to Elliot Wong?
2124,Eliza,What do you think ?
2125,Lesley," He switched over to high energy radiation research, had a little mishap, and now the other guys are uncomfortable sitting next to him. So, are you in?"
2126,Eliza,Why are you interested in whether I am in? or not ?
2127,Leonard," Yeah, sure, why not."
2128,Eliza,What comes to mind when you ask that ?
2129,Lesley," Great, we rehearse on Tuesdays at your place."
2130,Eliza,Why are you concerned over my place ?
2131,Leonard, Why at my place?
2132,Eliza,Your place? ?
2133,Lesley," Yeah, the department of energy said our regular space is kind of a hot zone. Nice meeting you."
2134,Eliza,"Oh, I ?"
2135,Penny," Yeah, you too. Leonard, I didn't know you played the cello?"
2136,Eliza,You're not really talking about me -- are you ?
2137,Leonard," Yeah, my parents felt that naming me Leonard and putting me in advanced placement classes wasn't getting me beaten up enough."
2138,Eliza,Why do you say your parents felt that naming you Leonard and putting you in advanced placement classes wasn't getting you beaten up enough ?
2139,Howard," If you're into music, I happen to be a human beatbox."
2140,Eliza,Do you think its likely that I are into music ?
2141,Penny," Really?  I'm actually not that into music. So hey, your friend's really cute, anything going on with you two."
2142,Eliza,Is it because you are actually not that into music that you came to me ?
2143,Leonard," Lesley? No, no-oh, what are you kidding?"
2144,Eliza,Are you saying no just to be negative?
2145,Sheldon," He asked her out once, it was an embarrassing failure."
2146,Eliza,Lets discuss further why your parents felt that naming you Leonard and putting you in advanced placement classes wasn't getting you beaten up enough .
2147,Leonard, Thank you Sheldon.
2148,Eliza,What are your feelings now ?
2149,Sheldon," Oh, I'm sorry, was that supposed to be a secret?"
2150,Eliza,How long have you been sorry ?
2151,Penny," Oh, that's too bad, you guys would make a cute couple."
2152,Eliza,We were discussing you -- not me.
2153,Raj, Oh dear.
2154,Eliza,Does that have anything to do with the fact that your place? ?
2155,Howard, What's the matter?
2156,Eliza,I'm not sure I understand you fully.
2157,Raj, She didn't take my order.
2158,Eliza,Does that suggest anything else which belongs to you ?
2159,Howard, How can she take your order when you're too neurotic to talk to her.
2160,Eliza,Have you asked such questions before ?
2161,Raj," Nevertheless, this will be reflected in her tip."
2162,Eliza,Earlier you said your order .
2163,Leonard," What did Penny mean, you'd make a cute couple?"
2164,Eliza,Have you asked anyone else ?
2165,Sheldon," Well I assume she meant that the two of you together would constitute a couple that others might consider cute. An alternate, and somewhat less likely interpretation, is that you could manufacture one. As in, oh look, Leonard and Lesley made Mr and Mrs Goldfarb, aren't they adorable."
2166,Eliza,Do you wish to assume she meant that the two of I together would constitute a couple that others might consider cute me ?
2167,Leonard," If Penny didn't know that Lesley had already turned me down then that would unambiguously mean that she, Penny, thought that I should her, Lesley, out, indicating that she, Penny, had no interest in me asking her, Penny, out. But because she did know that I had asked Lesley out and that she, Lesley, had turned me down then she, Penny, could be offering consolation. That's too bad, you would have made a cute couple. But while thinking, good, Leonard remains available."
2168,Eliza,Do you wish that Penny didn't know that Lesley had already turned you down then that would unambiguously mean that she ?
2169,Sheldon," You're a lucky man, Leonard."
2170,Eliza,Perhaps you would like to be a lucky man .
2171,Leonard, How so?
2172,Eliza,Why do you ask ?
2173,Sheldon, You're talking to one of the three men in the Western hemisphere capable of following that train of thought.
2174,Eliza,What makes you think I am talking to one of the three men in the Western hemisphere capable of following that train of thought ?
2175,Leonard," Well, what do you think."
2176,Eliza,Does that question interest you ?
2177,Sheldon," I said I could follow it, I didn't say I cared."
2178,Eliza,Do you say you said you could follow it for some special reason ?
2179,Lesley, I admire your fingering.
2180,Eliza,That's quite interesting.
2181,Leonard, Thank you.
2182,Eliza,"Oh, I ?"
2183,Lesley, Maybe some time you can try that on my instrument.
2184,Eliza,Is it important that your instrument ?
2185,Lesley," Goodnight guys, good job."
2186,Eliza,But your instrument .
2187,Male string quartettist, Thanks.
2188,Eliza,Please go on.
2189,Female string quartettist, See you next week.
2190,Eliza,You're not really talking about me -- are you ?
2191,Leonard," That was fun, Lesley, thanks for including me."
2192,Eliza,What does that suggest to you ?
2193,Lesley, You're welcome. If you're up for it we could practise that middle section again.
2194,Eliza,What do you know about I are up for it we could practise that middle section again ?
2195,Leonard," Uh, sure, why not."
2196,Eliza,What is it you really wanted to know ?
2197,Lesley," Just so we're clear, you understand that me hanging back to practise with you is a pretext for letting you know that I'm sexually available."
2198,Eliza,Why do you think I understand that you ?
2199,Leonard, Really?
2200,Eliza,Do you feel strongly about discussing such things ?
2201,Lesley," Yeah, I'm good to go."
2202,Eliza,Do you believe it is normal to be good to go ?
2203,Leonard, I thought you weren't interested in me.
2204,Eliza,You seem to need to thought me.
2205,Lesley, That was before I saw you handling that beautiful piece of wood between your legs.
2206,Eliza,Do you saw anyone else ?
2207,Leonard, You mean my cello?
2208,Eliza,Your cello? ?
2209,Lesley," No, I mean the obvious crude double entendre. I'm seducing you."
2210,Eliza,You are being a bit negative.
2211,Leonard, No kidding?
2212,Eliza,Why not ?
2213,Lesley," What can I say, I'm a passionate and impulsive woman. So how about it?"
2214,Eliza,Are such questions much on your mind ?
2215,Leonard," Gee, uh..."
2216,Eliza,Does that have anything to do with the fact that your cello? ?
2217,Lesley, Is it the waitress?
2218,Eliza,I'm not sure I understand you fully.
2219,Leonard, Penny? What about her?
2220,Eliza,What answer would please you most ?
2221,Lesley," Well, I thought I saw your pupils dilate when you looked at her, which, unless you're a heroin addict, points to sexual attraction."
2222,Eliza,Perhaps in your fantasies we saw my pupils dilate what I looked at her each other.
2223,Leonard," Well, I did have a poppy seed bagel for breakfast, which could give a positive urine test for opiates but certainly not dilate my pupils, so I guess there's no point in bringing it up."
2224,Eliza,Why do you say your pupils ?
2225,Lesley, You and the waitress then?
2226,Eliza,What are your feelings now ?
2227,Leonard," No. No, there's nothing going on between Penny and me."
2228,Eliza,Why 'no' ?
2229,Lesley," So, you're open to a sexual relationship?"
2230,Eliza,Does it please you to believe I am open to a sexual relationship? ?
2231,Leonard," Yeah. Yeah, I guess I am."
2232,Eliza,Do you enjoy being ?
2233,Lesley, Good.
2234,Eliza,Lets discuss further why your pupils .
2235,Leonard," Yeah, yeah it is good. Did you want to start now?"
2236,Eliza,We were discussing you -- not me.
2237,Lesley, Why don't we finish the section first.
2238,Eliza,What do you think ?
2239,Leonard, Oh. Okay. A little musical foreplay. Terrific.
2240,Eliza,Please go on.
2241,Leonard," I'm good, I'm good to go."
2242,Eliza,Is it because you are good to go that you came to me ?
2243,Lesley, Me too.
2244,Eliza,What does that suggest to you ?
2245,Penny," Oh, hey Sheldon, what's going on?"
2246,Eliza,Do you feel strongly about discussing such things ?
2247,Sheldon, I need your opinion on a matter of semiotics.
2248,Eliza,What if you never got my opinion on a matter of semiotics ?
2249,Penny, I'm sorry?
2250,Eliza,How long have you been sorry? ?
2251,Sheldon," Semiotics. The study of signs and symbols, it's a branch of philosophy related to linguistics."
2252,Eliza,I'm not sure I understand you fully.
2253,Penny," Okay, sweetie, I know you think you're explaining yourself, but you're really not."
2254,Eliza,Do you sometimes wish you were really not ?
2255,Sheldon, Just come with me.
2256,Eliza,Please go on.
2257,Sheldon, Well?
2258,Eliza,What does that suggest to you ?
2259,Penny, Well what?
2260,Eliza,Do you feel strongly about discussing such things ?
2261,Sheldon, What does it mean?
2262,Eliza,What comes to mind when you ask that ?
2263,Penny," Oh, come on, you went to college."
2264,Eliza,"Oh, I went to college ?"
2265,Sheldon," Yes, but I was eleven."
2266,Eliza,Were you really ?
2267,Penny," Alright, look, a tie on the doorknob usually means someone doesn't want to be disturbed because they're, you know, getting busy."
2268,Eliza,Is that the real reason ?
2269,Sheldon, So you're saying Leonard has a girl in there.
2270,Eliza,Perhaps you would like to be saying Leonard has a girl in there .
2271,Penny," Well, either that or he's lost his tie rack and gotten really into Bryan Adams."
2272,Eliza,I'm not sure I understand you fully.
2273,Lesley," Oh Leonard, you magnificent beast."
2274,Eliza,You're not really talking about me -- are you ?
2275,Penny, We really shouldn't be standing here.
2276,Eliza,Please go on.
2277,Sheldon, This is very awkward.
2278,Eliza,What does that suggest to you ?
2279,Penny," Oh, come on, you know, Leonard's had girls over before, right?"
2280,Eliza,What are your feelings now ?
2281,Sheldon," Oh, yes, but there's usually planning, courtship and advance notice. Last time I was able to book a cruise to the Arctic to see a solar eclipse."
2282,Eliza,Why do you tell me you were able to book a cruise to the Arctic to see a solar eclipse now ?
2283,Penny," Wait, you had to leave the state because your roommate was having sex?"
2284,Eliza,We were discussing you -- not me.
2285,Sheldon," I didn't have to, the dates just happened to coincide."
2286,Eliza,You say you didn't have to ?
2287,Penny," So, do you know who's in there?"
2288,Eliza,"Oh, I know who's in there? ?"
2289,Sheldon," Well, there's Leonard.  And he's either with Lesley Winkle or a 1930's gangster."
2290,Eliza,Do you feel strongly about discussing such things ?
2291,Penny," Hmmm. Good for him. Good for Leonard. Okay, night."
2292,Eliza,I'm not sure I understand you fully.
2293,Sheldon," No, no, wait, hold on."
2294,Eliza,Are you saying no just to be negative?
2295,Penny, What's the matter?
2296,Eliza,Please go on.
2297,Sheldon," I don't know what the protocol is here. Do I stay, do I leave? Do I wait to greet them with a refreshing beverage?"
2298,Eliza,Does that trouble you ?
2299,Penny," Gee, Sheldon, you're asking the wrong girl. I'm usually on the other side of the tie."
2300,Eliza,What makes you think I am asking the wrong girl ?
2301,Sheldon," Hi, Leonard. It's me, Sheldon. In the living room. I just, I wanted you to know I saw the tie. Message received. You're welcome. You carry on. Give my best to Lesley."
2302,Eliza,Does that suggest anything else which belongs to you ?
2303,Sheldon," Big boy!  Someone touched my board. Oh God, my board. Leonard! Leonard!"
2304,Eliza,Is it important that your board ?
2305,Leonard," Hey, what's the matter?"
2306,Eliza,But your board .
2307,Sheldon," My equations, someone's tampered with my equations."
2308,Eliza,Your equations ?
2309,Leonard, Are you sure?
2310,Eliza,Would you prefer if I weren't sure? ?
2311,Sheldon," Of course I'm sure. Look at the beta-function of quantum chrono-dynamics, the sign's been changed."
2312,Eliza,Do you believe it is normal to be sure ?
2313,Leonard, Oh yeah. But doesn't that fix the problem you've been having?
2314,Eliza,Does that have anything to do with the fact that your equations ?
2315,Sheldon," Are you insane? Are you out of your mind? Are you.... hey look, that fixes the problem I've been having."
2316,Eliza,Perhaps I am in your fantasies.
2317,Lesley, You're welcome.
2318,Eliza,Does it please you to believe I am welcome ?
2319,Sheldon, You did this?
2320,Eliza,You're not really talking about me -- are you ?
2321,Lesley," Yeah, I noticed it when I got up to get a glass of water, so I fixed it, now you can show that quarks are asymptotically free at high energies. Pretty cool, huh?"
2322,Eliza,Do you wish to fixed it me ?
2323,Sheldon, Cool?
2324,Eliza,Earlier you said your best to Lesley .
2325,Lesley," Listen, I got to hit the lab. Thanks for a great night."
2326,Eliza,Can you elaborate on that ?
2327,Leonard," Thank you, I'll see you at work."
2328,Eliza,What are your feelings now ?
2329,Sheldon," Uh-duh, hold on, hold on!"
2330,Eliza,What does that suggest to you ?
2331,Lesley, What?
2332,Eliza,Do you feel strongly about discussing such things ?
2333,Sheldon, Who told you you could touch my board?
2334,Eliza,Why do you say your board? ?
2335,Lesley, No-one.
2336,Eliza,Lets discuss further why your board? .
2337,Sheldon, I don't come into your house and touch your board.
2338,Eliza,Don't you really come into my house and touch my board ?
2339,Lesley, There are no incorrect equations on my board.
2340,Eliza,Does that suggest anything else which belongs to you ?
2341,Sheldon," Oh, that is so... so..."
2342,Eliza,Earlier you said your board .
2343,Lesley," I'm sorry, I've got to run, if you come up with an adjective, text me. ."
2344,Eliza,"Really, if I come up with an adjective ?"
2345,Sheldon," Inconsiderate, that is the adjective, inconsiderate."
2346,Eliza,I'm not sure I understand you fully.
2347,Leonard," You can stare at your board all day Sheldon, she's still going to be right."
2348,Eliza,We were discussing you -- not me.
2349,Sheldon," I'm not staring, I'm mulling."
2350,Eliza,Do you enjoy being mulling ?
2351,Penny," Oh, hey Leonard."
2352,Eliza,Please go on.
2353,Leonard," Oh, hi."
2354,Eliza,What does that suggest to you ?
2355,Penny," So, how's it going?"
2356,Eliza,Do you feel strongly about discussing such things ?
2357,Leonard, Pretty good.
2358,Eliza,I'm not sure I understand you fully.
2359,Penny," Just pretty good, I'd think you were doing very good."
2360,Eliza,"Oh, I was doing very good ?"
2361,Leonard," Pretty, very, there's really no objective scale for delineating variations of good, why do you ask?"
2362,Eliza,You are being a bit negative.
2363,Penny," Well, a little bird told me that you and Lesley hooked up last night."
2364,Eliza,You're not really talking about me -- are you ?
2365,Leonard, Sheldon!
2366,Eliza,Please go on.
2367,Sheldon, I'm coming.
2368,Eliza,Is it because you are coming that you came to me ?
2369,Penny," So, is it serious, do you like her?"
2370,Eliza,What other connections do you see ?
2371,Leonard," Wuh, I don't.... th-th-th-that's really two different questions, uh, I'm not.... Sheldon, we have to go!"
2372,Eliza,How long have you been not ?
2373,Sheldon," Boy, you're wound awfully tight for a man who just had sexual intercourse."
2374,Eliza,Do you sometimes wish you were wound awfully tight for a man who just had sexual intercourse ?
2375,Penny," Alright, well, I'll talk to you later, but, I am so happy for you Leonard."
2376,Eliza,What are your feelings now ?
2377,Leonard," Thank you. What did she mean, she's happy for me? Is she happy because I'm seeing someone, or is she happy because she thinks that I'm happy, because anyone who cared for someone would want them to be happy, even if the reason for their happiness made the first person unhappy. You know, because the second person, though happy, is now romantically unavailable to the first person."
2378,Eliza,Do you think its likely that the reason for their happiness made the first person unhappy ?
2379,Sheldon, Do you realise I may have to share a Nobel Prize with your booty call?
2380,Eliza,We were discussing you -- not me.
2381,Leonard," You know what, I'm being ridiculous. But who cares what Penny thinks, Lesley is a terrific girl, she's attractive, we like each other, she's extremely intelligent."
2382,Eliza,What do you suppose that resemblence means ?
2383,Sheldon, She's not that intelligent.
2384,Eliza,What does that suggest to you ?
2385,Leonard, She fixed your equation.
2386,Eliza,What about your own equation ?
2387,Sheldon, She got lucky.
